DATE,COUNTRY,INDUSTRY,RET1M,SIZE,PE,PFCF,EVEBITDA,PB,DY,R12M1M,IMOM12M1M,UPDOWN6,SUE6,ROE,FCFROIC,VOL6M,BETA12M,NDE,NDEBITDA,SPSTSTAT,FCFROICTSTAT,DISPERSION,ACCTACF
20210531,United States,Utilities,-0.243204832,8.327537478,5.502802779,-5.452829609,8.142817798,61.92575171,3.4807723,14.479017,-1.8131733,0,1.1201935,8.886129965,-3.640956233,0.23614338,0.7786662,146.9665825,577.7337137,-1.975100769,-0.835055237,0.005967394,-4.072428174
20210531,United States,Consumer Services,-4.311042786,8.412717587,2.259999217,13.43037672,9.044131303,-11.86904786,4.1901693,37.05883,5.2981973,,-0.06485448,,29.0765568,0.3323473,0.7741378,,378.0162435,0.201596793,-1.62128759,0.066198364,-2.278676233
20210531,United States,Consumer Services,-1.509380341,8.812110985,1.116353086,1.18868283,2.449757637,-0.085657955,0.55826646,40.789307,-7.928121,13.636364,-0.38879284,,7.489830866,0.25090608,1.119076,,457.3577675,-0.327355269,-1.312066495,0.10769108,-2.396283578
20210531,United States,Consumer Goods,-3.530663252,9.468235552,1.483229272,0.905553349,2.627850462,7.394256441,0,115.410904,11.822689,100,1.0098666,20.05920789,11.50378545,0.46958947,0.73006827,-9.592284791,-27.18361787,4.182613248,-2.885331676,0.08676381,-4.632268877
20210531,United States,Health Care,0.49353838,11.0094943,-0.190254622,1.872767234,2.52945976,25.35680512,0,14.767038,-13.601136,70,-1.2657627,-0.750309911,4.553865959,0.22570622,0.95684236,50.05545769,445.2698781,2.05673921,-0.372194423,0.009636181,-5.166195536
20210531,United States,Consumer Services,-4.503798485,8.884179158,-1.866455377,2.349766168,4.611638538,15.57378958,0,209.40132,59.122444,100,2.5509675,-11.98459352,2.904010284,0.45768675,1.554576,382.6872893,809.754091,0.595813985,-0.031790658,0.13221969,-7.307726788
20210531,United States,Consumer Goods,-4.602283478,9.969726796,2.306055952,4.560501317,4.031608499,14.76529353,0,28.794897,-0.45690536,-54.761906,-2.0169594,15.61808404,29.42409196,0.2976259,0.6854327,-95.0644172,-405.0119496,3.05479136,-0.222593559,0.19694753,-5.682532767
20210531,United States,Health Care,6.486797333,10.3179901,1.991054406,2.088390747,2.792490795,0.933772834,0,65.19748,5.4286838,95.833336,9.974742,213.2268506,38.62730566,0.24715976,0.92335564,473.7889803,151.7167902,14.97700844,3.47807681,0.009148915,-4.333198676
20210531,United States,Oil & Gas,5.498671532,10.06464815,2.603296997,-1.125674254,6.641636482,25.71509749,7.0913916,52.84821,-14.482069,58.82353,0.6737426,10.12361317,-1.297829129,0.33313617,1.528734,228.999993,558.0313725,-7.138822973,-2.026203148,0.060954835,-5.711170542
20210531,United States,Utilities,-2.221572399,10.62263072,4.662212131,-3.225062101,6.379604005,49.26745171,3.247472,12.267435,-13.375073,0,1.1744962,9.463067339,-2.834207428,0.21302289,0.68666077,114.8225057,527.6982504,-1.181015442,0.859203732,0.018280996,1.130240307
20210531,United States,Consumer Goods,-6.521272659,10.55765122,2.368038246,1.863757873,2.808338696,6.415278146,0.8835241,16.771734,-12.152475,-12.903226,-0.46869677,36.91247974,14.89096573,0.20750406,0.7992898,62.92544571,138.1672598,4.336243252,-0.168056449,0.030238636,1.78633368
20210531,United States,Consumer Goods,-2.553069592,8.983177307,4.702614284,7.729757507,8.216062928,18.951021,1.2496332,96.16432,9.853399,100,11.337847,24.81456954,24.75382822,0.356682,1.0022243,30.02649007,65.52970082,0.90920102,0.934941234,0.046944797,-11.28732828
20210531,United States,Oil & Gas,6.46340847,8.787294199,3.061285304,3.089664887,8.315213745,33.82508903,2.7743902,-14.465725,-13.289958,29.545454,-1.0382897,9.050339237,6.341948429,0.36020523,0.4072161,45.84775875,161.4624013,0.911537406,1.294056906,0.10079015,-12.62855217
20210531,United States,Basic Materials,-10.45926857,8.188704593,-6.083239231,3.666609947,8.407733457,22.86075747,1.4149693,56.578934,3.3677816,100,5.6765985,-26.60996355,6.448461163,0.28868216,1.2597498,116.5249089,242.7848101,1.286777147,-0.798715918,0.008635453,-21.50305645
20210531,United States,Consumer Goods,-6.328332424,9.598795629,5.465514704,7.323518462,8.822645388,19.81418606,2.9997945,-3.5111785,-26.197851,35.294117,1.5620089,27.58384668,13.32675222,0.2372158,0.30868712,181.7932923,300.1129944,1.876862283,-2.213700221,0.009636317,1.875202069
20210531,United States,Consumer Goods,-2.432006598,10.72713799,4.383879919,4.260788996,5.743793336,29.83781013,1.2806607,40.45744,4.22014,-43.75,-0.32948306,14.69236482,7.826044903,0.2353027,0.92965996,77.37096383,324.6305267,8.135610512,3.312633847,0.025431514,-2.858165343
20210531,United States,Consumer Goods,-0.594896078,9.953120073,3.739229861,4.241187808,4.85042191,14.37074675,1.1781174,15.189147,-13.896889,0,-0.096406415,26.01973249,17.82372231,0.17014529,0.3056532,71.98053238,193.2705129,15.5918916,-0.755835156,0.007563985,-2.756760402
20210531,United States,Basic Materials,-14.19171143,7.772751888,2.450528347,3.802108414,7.259313398,16.29475035,4.1201715,45.45455,-5.840957,-50,-2.3925655,15.03875969,5.088757396,0.3182469,1.0066134,373.7209302,521.3770728,1.447596465,2.757612666,0.12336893,-5.107040388
20210531,United States,Consumer Goods,1.799356937,9.997801414,5.573732267,6.29262998,7.101888179,5.387182861,2.512307,-9.362417,-24.80315,-80,-2.2625108,103.4628378,33.11781609,0.23278558,0.055413086,204.8141892,138.8093875,8.231504988,0.156409966,0.046123404,-9.769837438
20210531,United States,Consumer Goods,-1.374572515,12.38151724,3.250191447,3.636170037,3.970184325,8.096739995,3.0385242,19.173086,-5.1750956,53.19149,0.90510416,40.14197627,13.82098263,0.16413462,0.72328156,173.5893051,308.1401766,-1.359638097,1.409967138,0.014152348,-2.378115836
20210531,United States,Utilities,25.34991455,8.970417656,6.482869624,20.42739507,14.90162366,21.35533523,4.0435457,2.8294086,-17.797787,27.272728,-2.0913475,30.35714286,15.09061884,0.43602696,0.976318,271.9047619,246.5191581,-0.263342544,1.921912075,0.7583577,-8.904844987
20210531,United States,Basic Materials,-2.001905441,8.241396003,6.90662583,9.493879831,16.18107601,52.94726692,1.5252621,73.076904,16.644323,86.666664,2.7576978,13.04434815,11.54980518,0.44628754,1.3030133,39.43977413,106.7544648,1.969582686,-0.048042169,0.11695957,-12.53638165
20210531,United States,Utilities,-7.146549225,10.18172819,4.167915906,-6.477115454,9.093064291,71.34669489,4.0134645,6.20172,-2.1480978,-70,-3.4818094,5.841778532,-4.254842961,0.17587984,0.29695663,125.4629384,517.191601,-5.542899032,-1.958810766,0.009591097,-1.675808888
20210531,United States,Utilities,-5.83359623,9.8071545,4.156749653,-5.731359455,7.132450192,30.25893522,2.7733502,12.05188,-5.039853,8.1081085,0.814743,13.73726346,-5.259700889,0.19020545,0.43171096,273.7445415,624.2738589,0.548489246,-3.114574617,0.009556725,-1.766331828
20210531,United States,Basic Materials,3.507053852,8.954860511,3.172186044,4.356107331,5.224905976,13.87137438,1.3638577,34.288742,-7.1940184,66.666664,2.5723286,22.86857781,21.49729213,0.22212097,0.96742654,28.87192852,73.69921597,2.307890192,-1.304579593,0.009669575,-5.791677805
