DATE,COUNTRY,INDUSTRY,RET1M,SIZE,PE,PFCF,EVEBITDA,PB,DY,R12M1M,IMOM12M1M,UPDOWN6,SUE6,ROE,FCFROIC,VOL6M,BETA12M,NDE,NDEBITDA,SPSTSTAT,FCFROICTSTAT,DISPERSION,ACCTACF
20170630,United States,Basic Materials,9.72143364,9.363119787,2.41945544,3.867611312,5.9916773,31.22280539,1.2128103,42.970634,3.3915877,81.08108,1.4016173,7.749000802,8.694941569,0.23903686,1.4147948,12.60010188,62.41999,-1.347262651,-0.477521133,0.012862165,-0.644929114
20170630,United States,Consumer Goods,1.933300495,10.0560773,5.957863994,4.086373575,8.919884,73.49033822,3.0932817,1.072514,-10.563064,-86.666664,-1.5495102,8.107003096,4.119250573,0.2051306,0.7460532,33.847322,223.0562,-5.324233691,-0.802404075,0.036043514,-0.470215494
20170630,United States,Consumer Services,-0.705397129,7.665016633,9.96277366,9.571341967,29.043253,56.48813741,4.149378,-24.231016,-35.338383,-100,-3.8022394,17.63693072,16.94398577,0.3926997,1.2877728,-31.43140825,-74.33039,1.694981401,-0.223466305,0.04976125,-8.259785732
20170630,United States,Utilities,2.61272192,9.159662384,4.848521018,-2.383417227,10.18591,50.79795512,3.1176608,11.411309,-6.1293006,11.538462,0.12585491,9.544716922,-2.452036455,0.109755315,0.5494932,95.24022237,317.02115,1.77240821,-4.459894134,0.007326468,-3.510710559
20170630,United States,Utilities,2.615690231,9.492729109,4.900873426,-0.301592211,10.940786,53.26118443,3.2833364,7.8107595,-6.164086,-5,0,9.201585504,-0.289792074,0.112833746,0.5663108,115.8550396,346.48602,-1.052593221,-1.220080516,0.007301804,-5.92736548
20170630,United States,Technology,3.659784794,8.84235467,7.661642159,2.802317756,11.835703,65.2483069,0,22.019386,1.9687414,60,0.3651534,11.74228501,2.764222729,0.20426944,1.6016389,53.33406997,217.16837,15.0868985,-1.539819704,0.021232877,1.189023287
20170630,United States,Consumer Services,,8.874623928,2.140101914,2.642182302,5.691085,3.991056447,0,48.372173,14.661444,8.163265,0.45522243,53.62244165,25.18202872,0.27840367,0.5234798,115.742172,77.55007,21.92430174,0.347625823,0.023529757,-17.39802267
20170630,United States,Technology,9.888911247,10.00874315,-2.619724847,0.421694242,-1.3172439,3.30154638,0,109.01368,41.00611,18.181818,-1.7203791,-79.34841876,5.132559159,0.3081483,2.1391907,-55.77971647,,-0.432388892,-2.134546496,0.075389996,-15.66870219
20170630,United States,Industrials,16.05504799,10.72754676,3.837068782,4.632994624,6.093703,8.999072261,2.186219,12.332642,-8.114492,0,1.6182648,42.63849285,34.59774633,0.17074898,0.85892767,-24.27920353,-36.655994,1.97531754,0.569412101,0.005058956,-0.841309824
20170630,United States,Consumer Services,-5.371105671,9.684168012,7.904421792,6.801260867,11.384656,-11.37790747,0,-22.782934,-28.191317,-91.83673,-4.3070188,,32.85897518,0.24509193,0.6605475,,206.30565,34.19958753,-1.836860096,0.00810012,-3.910817791
