DATE,COUNTRY,INDUSTRY,RET1M,SIZE,PE,PFCF,EVEBITDA,PB,DY,R12M1M,IMOM12M1M,UPDOWN6,SUE6,ROE,FCFROIC,VOL6M,BETA12M,NDE,NDEBITDA,SPSTSTAT,FCFROICTSTAT,DISPERSION,ACCTACF
20101130,United States,Industrials,16.14706421,8.490218627,11.67935434,18.0173744,40.48636,27.86253347,0,-34.326267,-26.224815,-60,-6.9208407,41.91777589,56.32739136,0.4779703,0.565958,-84.39961653,-75.280716,6.167199636,-3.643781192,0.111148015,-14.5355025
20101130,United States,Oil & Gas,10.76737595,10.57711259,6.599007424,6.115869505,17.836458,45.06054746,0.55741364,6.654072,-16.657024,-45,-0.6034926,14.64475643,10.62849996,0.2877781,1.3224325,18.14340656,42.371876,0.857400693,0.004019187,0.055489697,-15.99404706
20101130,United States,Consumer Services,9.658098221,10.93131828,6.52773706,10.01969177,16.903307,77.70493688,1.8966808,43.2708,19.559456,12.5,0.065672584,8.400672238,7.741213219,0.2639014,0.9475049,61.95409444,191.71475,10.60766155,7.538619872,0.039716423,-5.901555002
20101130,United States,Industrials,4.160284996,8.026134247,5.072567968,3.722192628,12.490015,37.70426388,1.44515,25.581408,5.1182866,12.5,1.4854779,13.45356585,8.669847019,0.2237569,0.891556,3.911124902,11.631648,2.673068133,-0.18151399,0.010274468,-8.636264418
20101130,United States,Technology,7.360827923,8.391794282,3.083869652,4.322781711,6.60537,31.79862948,0,16.204416,-13.325196,82.35294,2.652659,9.698121279,12.29001882,0.2710071,0.99758923,-17.56158426,-89.542854,6.791833164,-2.195792621,0.009731675,-2.983987976
20101130,United States,Technology,3.66704464,12.56025878,3.989416558,5.023787711,6.1254373,15.12645006,0,50.557755,-0.73310137,76.92308,2.6360843,26.37377931,33.21194127,0.24231774,1.0671098,-56.33828953,-152.08516,15.23980209,1.001674348,0.043958984,-8.272826874
20101130,United States,Technology,13.078475,9.711138396,3.683025352,7.532774187,11.6516285,44.10893046,2.2535212,1.9496322,-4.495728,7.4074073,0.16692847,8.349840529,16.61106862,0.25111163,1.2270728,-29.42853936,-128.02435,-0.330135572,-0.82100315,0.08706113,-6.663628655
20101130,United States,Basic Materials,3.383243084,8.506430766,5.246866223,6.390346861,7.7979293,24.20894998,1.0353115,50.148155,9.044266,100,4.305382,21.67324988,15.53744284,0.2924123,1.394924,39.201914,110.09822,0.118532769,0.596059252,0.021338435,-6.094119659
20101130,United States,Consumer Goods,3.759920597,9.826855397,10.41857291,5.81388758,12.61833,78.86265892,2.0696793,9.607279,6.369734,-50,-0.20206001,13.21103429,5.01840548,0.24941386,0.7605234,41.80984325,196.33559,2.283976442,0.434435181,0.036455862,-2.424876379
20101130,United States,Consumer Services,-7.636368275,8.079856384,4.792754639,7.23696752,14.560171,42.67848789,2.6060605,6.892073,-6.168455,64.40678,-0.14150967,11.22990733,16.95694454,0.38649032,0.9073481,-31.30088027,-105.89473,2.641898967,-2.061972235,0.031240383,-10.1695486
20101130,United States,Utilities,2.548253536,8.387382785,5.627182327,6.617046481,16.616423,79.23713619,5.1954474,23.282993,7.348442,-4.7619047,0.82092255,7.101698267,4.19934773,0.1843365,0.70109093,105.7402571,270.5562,0.64273023,1.435552927,0.012170769,-8.27826193
20101130,United States,Technology,12.29157448,7.18447557,1.314985871,4.120875455,3.6681168,17.90032289,0,41.666676,9.36948,100,0.9106597,7.346157268,23.02123532,0.27772987,1.0600739,-43.43348767,-229.82248,6.267442234,2.244825181,0.011248197,-7.824042686
20101130,United States,Utilities,-0.504881144,8.836981886,8.134587919,5.360112397,15.518238,116.0776644,5.362117,17.429756,17.173851,66.666664,3.3246737,7.007883869,2.327635148,0.20174053,0.7199624,91.79076461,327.6016,-0.189853479,-0.753531934,0.020896198,-5.687263556
20101130,United States,Utilities,-2.395862341,7.960302687,8.062996084,1.954665717,13.002378,63.17758836,4.7917233,17.452967,5.164206,-12.5,-0.17750776,12.76243094,1.656804734,0.18552051,0.7429638,114.4198895,321.58386,-0.945515471,0.682289066,0.034724765,-5.174825175
20101130,United States,Oil & Gas,4.971909523,7.73812675,10.50562582,3.265667927,14.400822,56.81813229,0,-13.72081,-31.221766,-25.925926,-1.1048352,18.48991757,4.885539988,0.35717753,1.3654858,5.959317379,22.74231,16.37713483,-1.14664749,0.06715118,-3.587977225
20101130,United States,Consumer Services,0.967681408,8.021022754,3.322253242,6.345848928,8.526969,20.05840903,0,42.169643,-6.926596,79.411766,1.248875,16.56289508,31.60677795,0.25068787,0.705192,-46.196916,-119.74438,8.309285169,2.278219113,0.004278021,-15.29602886
20101130,United States,Industrials,4.644382,9.996555448,5.500046126,7.194295405,10.267627,24.95999563,3.0625865,5.523598,-8.73428,53.658535,-1.1645944,22.03544507,28.61543479,0.18066965,0.79164463,-29.72494479,-78.050415,2.630408381,-0.06783638,0.006787678,-1.752276433
20101130,United States,Consumer Services,5.080759525,9.343212904,6.46447904,7.712534814,10.59474,-6.468454158,0,60.701977,15.202045,90.32258,1.5065411,,41.09342745,0.14865908,0.47113496,,188.25365,8.635557497,2.848310915,0.027100822,-8.219209799
20101130,United States,Industrials,12.78636456,8.287271424,6.31516078,12.84174982,12.8158245,35.47464171,2.1310601,-1.6240716,-15.901452,30,4.986478,17.80190152,20.65670675,0.3019865,1.2362384,102.050518,207.39726,0.767530257,0.930873905,0.053679824,-26.29927241
20101130,United States,Consumer Goods,1.750695705,9.413884273,5.14546748,5.053278194,10.099144,10.33825335,3.0812325,-9.16788,-27.088154,-93.75,-1.0208628,49.77114899,19.34355579,0.28297243,0.96452427,118.2054924,107.484215,4.307251927,-4.028510377,0.022469968,-2.250940331
20101130,United States,Basic Materials,23.26807976,7.286635695,6.264341424,-11.27581456,26.07345,59.64474588,1.5060241,-36.29999,-53.919815,-84.210526,-9.579211,10.50275482,-12.01225294,0.48432246,1.9331433,42.82598714,78.11977,-0.322984942,-0.50055301,0.39370814,-3.200224577
20101130,United States,Industrials,-0.157946348,7.999084965,1.793514005,3.806184912,6.808998,32.07255659,1.0740799,65.82525,-10.24087,71.42857,4.437436,5.592051885,5.464699785,0.6826233,1.5617795,115.9658499,398.15103,1.661349522,-0.897973822,0.011997067,-5.503411795
20101130,United States,Industrials,3.29387188,8.67363697,6.995369093,7.407565658,11.238327,24.7112696,0.60716456,30.864202,5.798316,50,0.9753113,28.30841639,12.01887054,0.20915116,0.8190448,177.2148394,270.9418,4.305853761,0.235492907,0.009408698,-2.640136862
20101130,United States,Utilities,8.85049057,8.654121581,84.11452731,1.294096483,21.50318,157.3303903,3.3850493,-1.9484401,3.1885505,6.25,-0.5427197,53.46362336,0.559168632,0.25949997,1.0574385,22.61304304,121.11982,-0.885715626,0.148925654,0.025120681,0.223407689
20101130,United States,Health Care,8.155572891,8.972437109,6.034665829,7.671142373,11.343568,27.15155618,0.8485563,1.958406,-3.3751905,-2.857143,-1.3221725,22.22585619,26.40496048,0.16546166,0.59014404,-19.88973508,-50.325096,25.2034588,1.351783807,0.003960775,-5.431903402
20101130,United States,Consumer Services,2.710413933,6.681270427,-4.779693744,0.056062007,14.762779,103.921027,10.8890295,-31.533855,-32.637466,-100,-4.4878297,-4.599351915,0.038409717,0.58193177,1.7338849,54.66856546,245.11163,11.49737952,-1.323260769,0.2097126,-2.471391262
20101130,United States,Health Care,4.902160168,10.2483595,5.57440797,6.47750456,11.756853,20.88809289,4.3980403,-4.5096216,-8.153343,39.39394,0.98012537,26.68701255,17.83868136,0.19841917,0.5717465,42.62461851,69.009056,7.308356017,-0.144555513,0.005350043,-3.999078022
20101130,United States,Health Care,37.50686646,8.239047371,3.935622721,9.004387823,15.807866,52.25925875,1.3169439,-17.210579,-24.765598,13.793103,-6.845826,7.530957796,10.28511088,0.37556225,0.6168631,54.58680819,140.40561,3.743865936,0.157624878,0.015388113,-9.011994612
20101130,United States,Health Care,8.982408524,9.793092374,6.844054242,7.095070404,12.616489,28.77716923,2.0146284,2.9411554,-6.3823166,48.275864,-1.5700392,23.78293079,19.11608317,0.17297663,0.64245176,4.858187341,10.928341,8.683735513,-0.232475288,0.007189123,-4.942886462
20101130,United States,Industrials,-0.346463919,8.750434465,3.488404612,5.230785404,6.3759665,24.60430989,0.40561214,48.495613,15.741825,86.36364,6.2886853,14.17802258,13.25917384,0.23886883,0.8847678,50.12965309,172.20605,2.125877145,-0.097464183,0.10121231,-4.895238248
20101130,United States,Industrials,4.309856892,8.199395495,3.861216077,4.237718997,7.765379,40.93438681,0,90.76283,35.42044,0,-0.24338633,9.432695535,6.338115007,0.3965036,1.715785,55.01846257,236.71288,3.537273239,1.456786555,0.01741515,2.102038661
20101130,United States,Telecommunications,11.77756786,11.41294282,0.811181377,19.52029518,18.873907,43.38162639,5.9668856,16.998875,7.8495264,22.222221,-0.36238265,1.869873134,13.17475591,0.15674277,0.51208365,133.0896214,147.27539,17.27015869,2.545538297,0.03116349,-9.331972137
20101130,United States,Health Care,11.24799252,7.856632381,5.7768139,7.856217563,13.950836,49.75712866,0,-6.277794,-20.162445,80,1.5702398,11.61002264,9.960919379,0.20419773,0.85485977,2.052709023,7.1986227,6.736255666,2.014421619,0.032991827,-6.935496655
20101130,United States,Utilities,5.440044403,9.278257972,8.334290142,1.532313434,14.961183,82.58608808,6.2660213,-11.861658,-7.0303144,-23.076923,0.7376299,10.09163933,0.79303675,0.20358358,0.61367744,165.2223102,386.0224,2.813229615,-1.774516695,0.009040776,-4.299790112
20101130,United States,Utilities,-1.153212786,7.082374695,4.310153224,-15.63050929,11.183515,90.89598786,4.7446456,39.669083,22.686958,30,-1.7320491,4.741852006,-8.980739807,0.24736044,0.9576645,100.2305099,426.2782,-0.421248352,-1.35096109,0.08899882,-5.489217779
20101130,United States,Consumer Goods,19.92045593,8.834052822,3.334766263,2.832147495,7.8635244,29.37187533,0,85.73321,30.792068,77.41936,2.6798832,11.35360349,6.848205164,0.36458078,1.4900057,38.62903626,128.87639,-0.067543194,-0.239696338,0.029129317,-6.538637403
20101130,United States,Health Care,17.91276932,9.185859785,-27.26946757,-1.5576697,13.277556,111.6295792,0,-23.655914,-24.02854,52.83019,1.3333673,-24.42853208,-0.945508833,0.37510234,0.9597451,47.93904342,262.544,-1.671243743,-2.628950441,0.1323082,-7.387695119
20101130,United States,Oil & Gas,0.361573696,8.034692069,3.481900238,2.98559223,5.9527593,24.43732887,0,27.939272,-18.248856,24,-1.1380291,14.2482849,12.21620891,0.35417938,1.6140845,-29.8685198,-132.27112,5.316583727,0.899339968,0.01716577,-3.826387648
20101130,United States,Health Care,4.153478146,8.469153622,4.201003565,3.927096236,7.072558,15.04973151,0,31.242455,1.1151314,100,3.2331238,27.91414294,20.31008021,0.25188667,0.9793007,25.58492008,52.423725,2.733469272,2.783314403,0.003400522,-3.49153211
20101130,United States,Oil & Gas,8.53061676,8.601814509,6.206900482,7.43578408,9.779309,43.87059313,4.0675325,29.035473,2.1690369,30.76923,0.43371505,14.14820279,5.34634645,0.24098127,1.1226711,202.3004915,420.13425,0.007284484,0.517486269,0.019446582,-7.495430001
20101130,United States,Utilities,5.550003052,9.402759114,7.696889401,-1.286939707,11.218327,75.81394812,3.1143942,3.575468,-2.6694179,-46.153847,-0.5248299,10.1523395,-0.914902352,0.18690228,0.6800722,92.8835691,363.07953,-1.993332155,0.493879836,0.061804388,-2.640993266
20101130,United States,Consumer Goods,8.437812805,9.159635475,4.609918317,5.151704701,7.780003,19.64001941,1.8847448,21.18429,-0.7697344,-62.5,-1.6563665,23.47206599,20.612872,0.20143022,0.718982,24.62370775,59.29318,3.006724751,1.745851294,0.013816277,-2.837718002
20101130,United States,Oil & Gas,8.235621452,8.198535929,3.455775787,-4.5270363,5.779332,50.77269278,0.34315127,-24.099213,-42.10242,0,-0.5453575,6.806366962,-5.752936834,0.4007132,1.5087235,47.75665473,337.67535,-1.075401543,0.193751101,0.0814603,-12.64345098
20101130,United States,Basic Materials,5.167603493,7.758014696,4.486692708,3.973927827,14.462092,52.77205233,2.0111732,50.719597,4.550159,100,2.1526542,8.502024291,4.788877446,0.36050832,1.4105654,29.79757085,90.417694,0.460339136,0.785072059,0.043550003,-17.7877429
20101130,United States,Consumer Goods,3.362822533,9.334556007,7.3304718,6.553265151,11.737836,8.178333598,3.3923304,6.805825,-0.085395575,-100,-4.180224,89.63282937,25.81767571,0.14733203,0.45145607,271.0583153,154.55666,3.41154111,0.920785792,0.016703274,-3.393881453
20101130,United States,Consumer Goods,7.472097874,8.357242221,3.133120406,12.32126003,7.8937263,57.02748521,0,15.312672,-1.8356025,75,1.3682946,5.494053253,9.446523679,0.21968716,0.9206763,155.1298407,594.65216,-3.555163525,0.605766032,0.016755393,-3.745845842
20101130,United States,Basic Materials,10.33726883,7.379974231,0.118487222,4.427680386,4.7435646,35.75819625,1.9742254,56.945644,33.15748,-22.222221,-0.6947271,0.331356819,8.523409364,0.43847236,1.8301448,-19.35821416,-156.77966,-0.608800406,-2.467792906,0.18886946,-7.16902476
20101130,United States,Telecommunications,9.083498001,9.473659534,6.658577167,7.582832638,18.184553,73.34980962,6.7457547,22.379887,-0.054949522,-11.111111,0.78496164,9.077838376,5.897939131,0.14304844,0.5642745,78.46174559,200.81389,-0.018936233,-1.322790792,0.021853253,-4.100244257
20101130,United States,Consumer Goods,5.777776241,8.441633827,5.975984127,5.000902235,10.57256,37.59602237,0.93870956,12.296736,-1.406306,-6.8965516,0,15.89525633,10.15192774,0.18251233,0.55728346,19.31189824,64.02214,6.797396441,0.818067823,0.004516778,-5.047898857
20101130,United States,Consumer Goods,2.378249168,9.061723059,6.961373401,7.147010025,11.26513,0.962989987,3.5592947,13.904106,4.3293715,-100,-5.59983,722.8915663,27.91119166,0.12731089,0.40608898,3262.650602,212.22571,4.728484344,0.553749324,0.025515325,-4.742041712
20101130,United States,Consumer Goods,4.115879536,11.89299447,5.075269141,4.737464916,7.0898156,17.44957127,2.7861326,9.510493,-2.9331267,61.29032,1.3692045,29.08535152,22.91384157,0.14530298,0.55547947,6.046712125,14.698038,4.90171616,-2.881586847,0.003833899,-2.629902817
20101130,United States,Basic Materials,8.718276024,7.471905887,-9.483979911,-4.676516113,2.8710449,71.14725593,3.1229668,-9.6855345,-20.551031,-54.545456,-2.1078627,-13.33007125,-3.354652795,0.39763278,1.470481,67.56102007,1129.5717,-0.564936518,-0.33892563,0.45808038,-6.746024786
20101130,United States,Basic Materials,10.93455505,7.766719873,4.613008942,13.82208281,15.402044,66.8356796,0.1045369,45.65921,10.492695,-60,9.214649,6.902015465,14.66055623,0.5074552,1.5447583,22.67080745,85.288506,-0.192981419,1.150507306,0.016745988,-15.90717537
20101130,United States,Basic Materials,7.588875294,8.332466844,3.997513632,3.845781186,7.311443,17.96233575,0.90508384,15.764702,-11.426729,95,1.9817895,22.25497668,15.9405679,0.2556409,1.091387,10.67833862,25.740215,0.755728162,1.354190568,0.019577451,-2.456942486
20101130,United States,Telecommunications,3.458738327,7.821346049,10.16304282,4.491871523,12.692051,39.40565024,0,26.46048,3.2050252,7.142857,22.348188,25.79082632,4.837688999,0.293832,1.108843,86.81191061,200.82835,3.830963505,5.045028341,0.2249566,-15.28481173
20101130,United States,Telecommunications,5.337107182,8.058035713,1.41003135,3.601429748,4.7978373,34.66137139,0,56.679035,11.256468,85.29412,1.7028586,4.068019507,10.39032676,0.36839592,1.1301607,-41.73847924,-352.53625,3.532315827,1.117696596,0.008258094,-9.444036767
20101130,United States,Telecommunications,5.721473694,12.00905372,7.740736471,9.916886251,17.986822,62.74301348,6.04534,12.100971,5.360627,-38.46154,0.4832571,12.33720863,9.945652174,0.15265907,0.58309555,66.59258972,163.5313,3.141066474,0.825015761,0.022364343,-8.037893671
20101130,United States,Telecommunications,11.90476418,9.331413988,-27.31441613,26.09177927,21.273417,146.1228236,0,11.18598,17.612696,-43.75,-2.162077,-18.69277875,8.405639913,0.42525518,1.2427713,97.15636937,275.80035,-0.668256619,0.495041142,0.08236372,-13.21990473
20101130,United States,Telecommunications,0.948953629,7.668042053,3.511261317,4.904414159,9.171055,30.37323793,0,92.24465,34.450794,52.38095,0.8302579,11.56037867,9.20575162,0.502295,1.0011798,57.16339567,161.24371,3.131591655,-0.861177435,0.04014183,-5.825044055
20101130,United States,Telecommunications,2.753639221,8.222915764,3.798704701,12.41991086,21.499828,102.2826641,1.2612097,15.693688,17.200089,87.5,-1.7013162,3.713928195,7.745671901,0.25968772,1.1103469,19.33751594,66.77033,17.34266086,1.615659951,0.048991926,-11.78348744
20101130,United States,Telecommunications,3.950619698,8.367649302,4.831607116,0.632678658,14.854027,56.12686546,0,65.07935,52.8965,36.95652,2.3651469,8.608367983,0.450613788,0.36484146,1.2018336,106.4357198,251.7694,-1.587034128,-0.331585996,0.035245907,-9.800586703
20101231,United States,Consumer Services,-5.75555563,11.30442419,1.380881991,2.254249815,2.7056122,7.880019709,0,30.389523,-9.04457,-30.90909,-2.2250805,17.5238393,25.35679645,0.29611582,1.0902885,-78.23979991,-242.84328,17.45387625,3.518916988,0.026845932,-17.30978064
20101231,United States,Health Care,-4.821544647,11.21338673,6.360299989,9.826339666,10.716268,28.87896234,3.6735544,-10.668648,-13.308519,8.1081085,0.39543572,22.02399073,21.17525148,0.13121088,0.51219666,60.71452199,139.08347,6.976937396,-0.088328249,0.001779601,-2.917627868
20101231,United States,Utilities,1.806235313,9.168794801,4.013319558,4.617923543,15.552944,71.82278378,0,-18.782871,-23.267056,-22.222221,-0.16373637,5.587808418,1.540173139,0.30282006,1.5288786,215.8635704,336.49323,2.173060173,-3.38384823,0.04612656,-1.158467181
20101231,United States,Consumer Services,-12.5281992,8.529230043,3.410520015,4.050668086,10.303387,35.95849748,1.2146451,46.197998,28.195763,74.60317,0.6948639,9.484601008,10.81341419,0.42914703,1.4432973,-29.547007,-115.376495,0.337304489,-0.913506656,0.047865942,-14.24397898
20101231,United States,Technology,10.38430977,12.10193545,7.984115776,8.561187178,11.805684,12.33934023,1.7034614,9.977091,-9.39045,75.675674,2.3935308,64.70455976,34.86149397,0.15875703,0.77890617,73.60823815,70.48615,3.470322163,2.600483389,0.004698425,-6.739924052
20101231,United States,Technology,-4.278731346,8.62818701,22.85687693,11.95645559,16.725456,10.98991577,0,-24.690086,-51.254814,39.622643,0,207.980456,23.86566631,0.37484142,1.7550185,108.6319218,63.76673,-4.161750208,-0.430480698,0.08067274,-1.982815598
20101231,United States,Technology,7.374918461,9.645260048,3.066902185,5.871388669,8.256512,32.91513298,0,-24.415445,-33.67328,100,2.1912932,9.317605329,13.74168448,0.4423003,1.0541313,-20.72474787,-88.66923,2.306294377,-1.250316044,0.019916266,-10.04174953
20101231,United States,Industrials,0.078964233,8.45927841,3.57729296,7.826387975,8.140484,53.58733992,0,39.579464,22.797346,92.59259,3.524036,6.675630784,12.40385584,0.31467184,1.4133509,8.941706873,56.15996,1.542211898,-0.884017,0.027669083,-4.266919521
20101231,United States,Basic Materials,0.33621788,8.56656859,4.155814781,0.118406874,10.113297,36.69684127,1.6010246,29.810917,0.018405914,73.68421,7.713371,11.32472071,0.17303589,0.19239332,0.5380377,87.38214007,240.08551,2.093256358,0.722042132,0.006563184,-8.980273723
20101231,United States,Basic Materials,-4.068165779,9.880574817,5.264758533,2.514458089,9.834701,28.3773094,2.4083154,8.179129,-6.0815334,46.153847,0.8415,18.55270511,5.252527411,0.18481436,0.9121295,67.67744145,162.76448,-0.288661487,0.636503483,0.016086994,-3.840543762
20101231,United States,Consumer Services,4.498147964,7.619002533,10.33130012,12.82082918,28.491034,52.71221803,0,59.14351,8.652174,48,0.43469682,19.59944108,10.59831141,0.32316634,1.4830385,24.80670703,40.588326,1.820356903,0.530491986,0.03626951,-3.685055165
20101231,United States,Oil & Gas,15.83092213,8.149951585,7.772496961,8.157890704,16.343575,62.56536943,1.0774969,-5.790603,-12.164885,14.285714,-1.1835585,12.42300178,10.98463803,0.2223167,1.0525411,23.68196731,78.95863,0.492669105,0.696886154,0.017098887,-11.12592352
20101231,United States,Health Care,2.82510519,9.951344031,-0.195420471,4.918876256,7.5644665,21.25555103,0.291248,5.491185,-7.7127876,-2.4390244,0.573799,-0.919385581,17.11329265,0.21634229,0.82137716,-20.22872519,-59.321365,7.113980163,-1.04907255,0.003758374,-6.494971207
20101231,United States,Basic Materials,1.603841782,10.73106559,6.744555751,5.761065768,8.724293,19.58237833,3.4610803,44.43126,13.27697,92.59259,7.9016066,34.44196429,13.29567235,0.22206646,1.1910204,71.49553571,138.92865,0.502017782,1.148439412,0.008563481,-7.783160927
20101231,United States,Industrials,5.361163616,10.63643893,4.927412558,9.323885002,10.168151,24.81724609,2.3909206,29.89794,14.160908,7.6923075,-2.8317778,19.85479187,23.19646166,0.2314034,1.2437451,44.62729913,97.77306,1.326321713,3.188917097,0.23651482,-4.980002222
20101231,United States,Technology,5.593025684,9.338522177,5.755350296,7.167275849,7.8702235,16.92757125,0.6188828,56.031822,13.695979,40,6.2742763,33.99985865,33.60809782,0.30767757,1.282386,-103.1416785,-268.76584,2.274580111,-0.535794479,0.014825047,-5.304480883
20101231,United States,Health Care,0.32787323,10.84284616,8.865123479,9.889225044,13.878987,47.04417708,0,-6.85876,-17.438019,-29.166666,0.07438392,18.84425242,14.49358387,0.20186383,0.72377026,-15.60799302,-57.097263,5.732188543,1.133581864,0.006493507,-4.368013324
20101231,United States,Oil & Gas,9.903324127,10.15991449,9.382464778,0.955657237,22.340979,60.86027668,0.52260256,16.280996,8.812893,64.28571,0.55906343,15.41640178,1.155880013,0.27956364,1.4796634,20.54036872,49.57042,0.962517887,4.185941059,0.03813707,-7.598846089
20101231,United States,Utilities,6.353139877,8.323646963,10.50444973,-1.492660948,15.416449,83.28562671,2.4752476,-0.8943856,14.572477,0,2.2900126,12.6125601,-0.770473935,0.18899976,0.7437035,117.8260236,321.27136,6.291880349,-3.653422533,0.05631091,-3.498977487
20101231,United States,Utilities,-0.833791494,9.839524085,6.785430222,-0.676943942,12.137335,72.7901297,4.7526402,7.2434425,3.244543,-24.137932,0.32313395,9.321909783,-0.427451112,0.14636137,0.68358296,124.8681898,391.63986,-0.197657058,0.338187777,0.012337652,-2.295855051
